,reply_split,classification
344,"If you think about it, though.. the issue was whether harder and thicker or softer and thinner sponge would make counterlooping easier.",0
590,"On the rubber side there may be a conflict between what you want to do, eg fh, chinese style and who you are, eg novice-intermediate and learning.",0
2811,Skyline 2 is more for the close to the table attack and short game although with the right blade you can make up for the lack of mid distance.,3
786,"Not really, vega asia is softer.",2
894,"I thought I would get a tensor or, at least, a more dynamic rubber for my BH so that I could take my game to the next level.",0
2144,so Ill rate the rubbers 1-10 on each point.,0
2558,If you tell a little more about yourself you may get better recommendations.,0
1760,I'm looking forward how it will work...,0
764,"QUOTE=Jabugo;282248]Yogi,",0
2024,!,0
80,"Most people, including Butterfly reps, discuss T25 and T25FX as rubbers that are specialized Tenergies.",0
504,"Just because someone has a certain rubber on their sig doesn't mean it is the perfect rubber for them on that wing... if it was, why would the player change it?",0
180,"(despite the claims on the back of the packet claiming you have to be a ""pro"" to use them).",0
3548,You can tune when 1800+.,0
580,Sent from my iPhone using Tapatalk,0
4033,He said the amount of spin he got with SP on his serves and pushes was just ridiculous.,0
1491,....,0
2552,"So that means Vega Japan, Omega IV and Sigma I & II.",0
750,"AK47 Red, Yellow Sponge, Blue are a lot lighter...",0
488,I do not know how the Blue Diamond sponge compares in terms of hardness but he indicated that they may be phasing it out in the near future.,0
630,I heard same about Carbonado.,0
4026,"But when I do, I find the dhs tackys ridiculosly heavy pushes from some players than have good ball contact.",0
2662,"I tried Kokutaku Tulpe, but still too fast, even faster than H3's spongeBut,The tulpe sponge is worth to try behind your choice of rubber",1
271,"Feels hard and requires almost ideal angle of the racket on the ball contact - otherwise you will hit out or net.I tried to use it for a while on FH and BH interchangeably but gave up and went back to MX-P, because I was just losing a bit of control.",3
2139,It has good touch in my opinion.,4
328,"Heck, Joo can't be wrong..  Iskandar",0
644,"But seriously, thank you for letting me know that it is due to technique.",0
1339,That way you will get a clear evaluation of each change.,0
947,"If you're after a backup racket that you can just pick up and use if you damage your primary one, I'd suggest getting the same rubbers.",0
438,"I was trying to get some feedback from those who may have used the versions to see if the ""difference"" is really that much or whether it only matters to the top players who are trying to get every last bit of performance from their equipment.Thanks!",0
494,I think this kind of understanding of self is important.,0
672,"I think I glued on my GA8/50 early july, and am nearing that mark (with about 10-12 hours of play in a good week).",0
1335,T05 is fine for close to the table controlled spin play.,3
1161,Sent from my iPhone using Tapatalk,0
3333,I did a little search on your blade and it comes up as stiff and fast.A high throw rubber compensates for the stiffness giving a better arc allowing one to land balls on the table more easily.Problem with high throw rubbers is control.,3
2228,tenergy 05 fx always,0
1148,The underlying philosophies are still too different.,0
1488,Nowadays for me playing with the plastic ball I prefer Euro type rubbers to get the speed.,2
2043,spin?,0
706,I have not had the cracking issue on other brands or even with the Burst.,3
573,So... anyone between 7 years ago and now have any input on H3 Neo vs. TG2 Neo?,0
516,"Since so many posts about equipment are fanboy posts or players inquiring about equipment that is obviously not suitable for them, erm had quickly opted to not get involved in discussing equipment.",0
640,"When looping and counterlooping both produce good quality shots, close to each other.",2
580,Iskandar,0
513,Probably worth remembering that DHS uses a different scale to most Euro/Japanese rubbers.And the picking up the ball and holding it upside down trick is a red herring really.,0
4078,Someone please,0
454,Every thread looks like biased festival of sellin equipment from brands that someone get for free and have contract with them.,0
2227,Maybe consider that as an option also.,0
851,"i think there's little need to spend $40 on a backhand rubber; have a look on Xiom Vega Intro instead, it may fit your needs better than Aeolus or Rakza.",0
4021,"I haven't tried the Tenergy series much, but I've played with Calibra LT and Calibra LT Sound.I'm now using the Xiom Omega IV Elite which I picked specifically for its high spin rating on tabletennisdb.comI have to say, it feels incredibly spinny.",3
2661,"I do miss Tackiness 2, so hard to find now.On Defence Alpha, the sponge behind tack 2 feel perfect; hard and slow.",0
772,But then wouldn't that just be vega asia?,0
3606,"I still strongly recommend starting out with 729 FX-C(to get the fundamentals first) , then move up.",0
3336,So depending how you hit the Vega Europe may prove better to play with than the Vega Elite despite having the same throw rating.If you plan on sticking with your current stiff fast jpen blade I would be inclined to use a non tensor technology rubber for better control to allow better development.I've recommended the Stiga Magna TC II before.,0
569,"If you have any questions, just ask and Ill do my best to answer it.",0
756,"If a person's style suits Chinese tacky rubber, I'd say look no further than H3/H3N provincial.",3
2210,Hi BS.,0
1303,I always felt F+S III was a very soft rubber but Palio AK-47 blue is a lot harder and heavier sponge.,1
835,"To muddy the waters - there's apparently a ""New Taiji"" out now too:https://www.aliexpress.com/item/SANWEI- ... 57814.htmlThis costs more like $12-13.",0
4149,"Playing back from the table the two rubbers feel much the same on the strokes, with the Rasant seeming to have a flatter trajectory of the bat and a little less topspin on the ball.It really depends of your game, I think that if people are topspinning the ball heavily, the better rubbers would be the T05 or T64 compared to the Rasant.",0
379,FX-P is softer and has more catapult.,2
76,Especially since T05 is more than fast enough.,0
290,Ditto with spin based on your stroke - you get what you did - no less and no more.Strong impacts - this rubber is a totally different animal.,0
84,But it doesn't give much information about the touch of these series at the table.,0
621,I like the sponge for the price point.,4
1139,Sorry to deviate this topic a bit from the original context...,0
1439,Or even try els because that it a nice rubber I had on fh and bh and was quite surprised at how nice it was.,3
3579,They say that they it has more speed and I also saw it has a higher ratings,4
380,"You could also look at 729 Battle 2, which is tacky and works well with softer blades.",3
492,I will definitely be buying the Burst Thor's Hammer to replace my STN.Thanks!,0
692,Short game is very much acceptable.,4
2209,"On my blade, when I am blocking someone whose loops are erratic (change of spin, speed and/or placement) I will turn to my 05FX for blocking because of how much control it has and how I can slow the ball down if I want to, when I block with it.",3
294,"In my personal opinion, Baracuda has more spin than Tenergy, however it lacks a little bit of power and control compared to Ten.",1
1778,Hard or soft?,0
804,"Of all those rubber abundance, I do prefer those 42* stiff sponges to offer me a true dynamical linearity.",0
2231,I am considering the 80fx for my BH.,0
955,"Rasanter is more recent - you get a matte topsheet, less catapult, more linearity (and for me, a better feeling of ""grab"" on the plastic ball, but not everyone agrees with that).",3
2223,I think tenergy64 isn't good for amateur player backhand,3
1323,"And then you begin to wonder at how they compare to, say, the Rasanters, or to Rakza..  Iskandar",0
4192,"It was really hard for me to play against M1, balls seemed really fast and with good spin.",0
584,"However, I want them to be grippy.",0
1066,It kept fraying around the edges and sort of crumbling.,0
439,You have to dig through the sponge in order to get spin.,0
519,There's more than one scale in use.,0
912,I use the forehand maybe 80% of the time.,0
166,Yes tenergy 80 had more control but that's just a matter of getting used to your rubber and knowing how it works and yes it might be more forgiving too.,2
